"","studyid","species","year","phenovalue","slope","intid","int_type","spp"
"316","HMK008","Erythronium grandiflorum",2004,135.2674,-0.446005253684566,146,"poll","spp1"
"317","HMK008","Erythronium grandiflorum",2005,145.1012,-0.446005253684566,146,"poll","spp1"
"318","HMK008","Erythronium grandiflorum",2006,134.6481,-0.446005253684566,146,"poll","spp1"
"319","HMK008","Erythronium grandiflorum",2008,155.1748,-0.446005253684566,146,"poll","spp1"
"320","HMK008","Erythronium grandiflorum",2009,136.2264,-0.446005253684566,146,"poll","spp1"
"321","HMK008","Erythronium grandiflorum",2010,138.0888,-0.446005253684566,146,"poll","spp1"
"322","HMK008","Erythronium grandiflorum",2011,155.3492,-0.446005253684566,146,"poll","spp1"
"323","HMK008","Castilleja tenuiflora",1984,105.7056,0.178439912684556,144,"poll","spp1"
"324","HMK008","Castilleja tenuiflora",1985,124.386,0.178439912684556,144,"poll","spp1"
"325","HMK008","Castilleja tenuiflora",1986,81.53372,0.178439912684556,144,"poll","spp1"
"326","HMK008","Castilleja tenuiflora",1987,110.7054,0.178439912684556,144,"poll","spp1"
"327","HMK008","Castilleja tenuiflora",1988,109.9014,0.178439912684556,144,"poll","spp1"
"328","HMK008","Castilleja tenuiflora",1989,125.3521,0.178439912684556,144,"poll","spp1"
"329","HMK008","Castilleja tenuiflora",1991,110.7233,0.178439912684556,144,"poll","spp1"
"330","HMK008","Castilleja tenuiflora",1992,116.1188,0.178439912684556,144,"poll","spp1"
"331","HMK008","Castilleja tenuiflora",1993,117.1447,0.178439912684556,144,"poll","spp1"
"332","HMK008","Castilleja tenuiflora",1994,87.76914,0.178439912684556,144,"poll","spp1"
"333","HMK008","Castilleja tenuiflora",1995,97.9382,0.178439912684556,144,"poll","spp1"
"334","HMK008","Castilleja tenuiflora",1997,130.9093,0.178439912684556,144,"poll","spp1"
"335","HMK008","Castilleja tenuiflora",1999,143.1043,0.178439912684556,144,"poll","spp1"
"336","HMK008","Castilleja tenuiflora",2001,124.7273,0.178439912684556,144,"poll","spp1"
"337","HMK008","Castilleja tenuiflora",2003,102.1519,0.178439912684556,144,"poll","spp1"
"338","HMK008","Castilleja tenuiflora",2007,114.1644,0.178439912684556,144,"poll","spp1"
"339","HMK008","Castilleja tenuiflora",2008,106.7565,0.178439912684556,144,"poll","spp1"
"340","HMK008","Castilleja tenuiflora",2009,111.4213,0.178439912684556,144,"poll","spp1"
"341","HMK008","Castilleja tenuiflora",2010,109.1358,0.178439912684556,144,"poll","spp1"
"342","HMK010","Chlorochytrium spp.",1997,105,29.9999999999853,149,"mutualist","spp1"
"343","HMK010","Chlorochytrium spp.",1998,135,29.9999999999853,149,"mutualist","spp1"
"344","HMK010","Chlorochytrium spp.",1997,105,29.9999999999853,150,"mutualist","spp1"
"345","HMK010","Chlorochytrium spp.",1998,135,29.9999999999853,150,"mutualist","spp1"
"346","HMK010","Chlorochytrium spp.",1997,105,29.9999999999853,148,"mutualist","spp1"
"347","HMK010","Chlorochytrium spp.",1998,135,29.9999999999853,148,"mutualist","spp1"
"348","HMK010","Mastocarpus papillatus",1997,227,4.01943669422849e-14,153,"mutualist","spp1"
"349","HMK010","Mastocarpus papillatus",1998,227,4.01943669422849e-14,153,"mutualist","spp1"
"350","HMK010","Codiolum spp.",1997,166,4.01943669422849e-14,152,"mutualist","spp1"
"351","HMK010","Codiolum spp.",1998,166,4.01943669422849e-14,152,"mutualist","spp1"
"352","HMK010","Codiolum spp.",1997,166,4.01943669422849e-14,151,"mutualist","spp1"
"353","HMK010","Codiolum spp.",1998,166,4.01943669422849e-14,151,"mutualist","spp1"
"354","HMK011","Epirrita autumnata",1996,180.4596,-1.02194901098901,155,"herbivory","spp1"
"355","HMK011","Epirrita autumnata",1997,192.649,-1.02194901098901,155,"herbivory","spp1"
"356","HMK011","Epirrita autumnata",1998,178.8317,-1.02194901098901,155,"herbivory","spp1"
"357","HMK011","Epirrita autumnata",1999,169.9526,-1.02194901098901,155,"herbivory","spp1"
"358","HMK011","Epirrita autumnata",2000,166.9974,-1.02194901098901,155,"herbivory","spp1"
"359","HMK011","Epirrita autumnata",2001,182.1512,-1.02194901098901,155,"herbivory","spp1"
"360","HMK011","Epirrita autumnata",2002,165.3688,-1.02194901098901,155,"herbivory","spp1"
"361","HMK011","Epirrita autumnata",2003,170.6461,-1.02194901098901,155,"herbivory","spp1"
"362","HMK011","Epirrita autumnata",2004,162.4261,-1.02194901098901,155,"herbivory","spp1"
"363","HMK011","Epirrita autumnata",2005,176.9202,-1.02194901098901,155,"herbivory","spp1"
"364","HMK011","Epirrita autumnata",2006,168.3689,-1.02194901098901,155,"herbivory","spp1"
"365","HMK011","Epirrita autumnata",2007,167.391,-1.02194901098901,155,"herbivory","spp1"
"366","HMK011","Epirrita autumnata",2008,172.6669,-1.02194901098901,155,"herbivory","spp1"
"367","HMK011","Epirrita autumnata",2009,170.7021,-1.02194901098901,155,"herbivory","spp1"
"368","HMK012","Hamamelis virginiana",1999,123,-0.999999999999819,156,"herbivory","spp1"
"369","HMK012","Hamamelis virginiana",2000,122,-0.999999999999819,156,"herbivory","spp1"
"370","HMK015","Saissetia oleae",2002,226,-13.9999999999931,164,"predation","spp1"
"371","HMK015","Saissetia oleae",2003,212,-13.9999999999931,164,"predation","spp1"
"372","HMK015","Saissetia oleae",2002,226,-13.9999999999931,163,"predation","spp1"
"373","HMK015","Saissetia oleae",2003,212,-13.9999999999931,163,"predation","spp1"
"374","HMK015","Saissetia oleae",2002,226,-13.9999999999931,160,"predation","spp1"
"375","HMK015","Saissetia oleae",2003,212,-13.9999999999931,160,"predation","spp1"
"376","HMK015","Saissetia oleae",2002,226,-13.9999999999931,161,"predation","spp1"
"377","HMK015","Saissetia oleae",2003,212,-13.9999999999931,161,"predation","spp1"
"378","HMK015","Saissetia oleae",2002,226,-13.9999999999931,162,"predation","spp1"
"379","HMK015","Saissetia oleae",2003,212,-13.9999999999931,162,"predation","spp1"
"380","HMK016","Engraulis japonicus",1993,165.259,-1.50021650055365,165,"predation","spp1"
"381","HMK016","Engraulis japonicus",1995,171.541,-1.50021650055365,165,"predation","spp1"
"382","HMK016","Engraulis japonicus",1996,180.839,-1.50021650055365,165,"predation","spp1"
"383","HMK016","Engraulis japonicus",1997,214.747,-1.50021650055365,165,"predation","spp1"
"384","HMK016","Engraulis japonicus",1998,136.361,-1.50021650055365,165,"predation","spp1"
"385","HMK016","Engraulis japonicus",1999,157.962,-1.50021650055365,165,"predation","spp1"
"386","HMK016","Engraulis japonicus",2000,162.641,-1.50021650055365,165,"predation","spp1"
"387","HMK016","Engraulis japonicus",2001,145.798,-1.50021650055365,165,"predation","spp1"
"388","HMK016","Engraulis japonicus",2002,110.476,-1.50021650055365,165,"predation","spp1"
"389","HMK016","Engraulis japonicus",2005,169.134,-1.50021650055365,165,"predation","spp1"
"390","HMK016","Engraulis japonicus",2006,175.361,-1.50021650055365,165,"predation","spp1"
"391","HMK018","Pygoscelis adeliae",1991,309,0.276960784313682,168,"competition","spp1"
"392","HMK018","Pygoscelis adeliae",1992,307,0.276960784313682,168,"competition","spp1"
"393","HMK018","Pygoscelis adeliae",1993,301,0.276960784313682,168,"competition","spp1"
"394","HMK018","Pygoscelis adeliae",1994,311,0.276960784313682,168,"competition","spp1"
"395","HMK018","Pygoscelis adeliae",1995,303,0.276960784313682,168,"competition","spp1"
"396","HMK018","Pygoscelis adeliae",1996,303,0.276960784313682,168,"competition","spp1"
"397","HMK018","Pygoscelis adeliae",1997,303,0.276960784313682,168,"competition","spp1"
"398","HMK018","Pygoscelis adeliae",1998,303,0.276960784313682,168,"competition","spp1"
"399","HMK018","Pygoscelis adeliae",1999,305,0.276960784313682,168,"competition","spp1"
"400","HMK018","Pygoscelis adeliae",2000,304,0.276960784313682,168,"competition","spp1"
"401","HMK018","Pygoscelis adeliae",2001,300,0.276960784313682,168,"competition","spp1"
"402","HMK018","Pygoscelis adeliae",2002,308,0.276960784313682,168,"competition","spp1"
"403","HMK018","Pygoscelis adeliae",2003,304,0.276960784313682,168,"competition","spp1"
"404","HMK018","Pygoscelis adeliae",2004,302,0.276960784313682,168,"competition","spp1"
"405","HMK018","Pygoscelis adeliae",2005,309.5,0.276960784313682,168,"competition","spp1"
"406","HMK018","Pygoscelis adeliae",2006,310,0.276960784313682,168,"competition","spp1"
"407","HMK018","Pygoscelis adeliae",2007,318,0.276960784313682,168,"competition","spp1"
"408","HMK018","Pygoscelis adeliae",1991,309,0.276960784313682,167,"competition","spp1"
"409","HMK018","Pygoscelis adeliae",1992,307,0.276960784313682,167,"competition","spp1"
"410","HMK018","Pygoscelis adeliae",1993,301,0.276960784313682,167,"competition","spp1"
"411","HMK018","Pygoscelis adeliae",1994,311,0.276960784313682,167,"competition","spp1"
"412","HMK018","Pygoscelis adeliae",1995,303,0.276960784313682,167,"competition","spp1"
"413","HMK018","Pygoscelis adeliae",1996,303,0.276960784313682,167,"competition","spp1"
"414","HMK018","Pygoscelis adeliae",1997,303,0.276960784313682,167,"competition","spp1"
"415","HMK018","Pygoscelis adeliae",1998,303,0.276960784313682,167,"competition","spp1"
"416","HMK018","Pygoscelis adeliae",1999,305,0.276960784313682,167,"competition","spp1"
"417","HMK018","Pygoscelis adeliae",2000,304,0.276960784313682,167,"competition","spp1"
"418","HMK018","Pygoscelis adeliae",2001,300,0.276960784313682,167,"competition","spp1"
"419","HMK018","Pygoscelis adeliae",2002,308,0.276960784313682,167,"competition","spp1"
"420","HMK018","Pygoscelis adeliae",2003,304,0.276960784313682,167,"competition","spp1"
"421","HMK018","Pygoscelis adeliae",2004,302,0.276960784313682,167,"competition","spp1"
"422","HMK018","Pygoscelis adeliae",2005,309.5,0.276960784313682,167,"competition","spp1"
"423","HMK018","Pygoscelis adeliae",2006,310,0.276960784313682,167,"competition","spp1"
"424","HMK018","Pygoscelis adeliae",2007,318,0.276960784313682,167,"competition","spp1"
"425","HMK018","Pygoscelis antarcticus",1997,329,-0.321212121212127,169,"competition","spp1"
"426","HMK018","Pygoscelis antarcticus",1998,325,-0.321212121212127,169,"competition","spp1"
"427","HMK018","Pygoscelis antarcticus",1999,324,-0.321212121212127,169,"competition","spp1"
"428","HMK018","Pygoscelis antarcticus",2000,325,-0.321212121212127,169,"competition","spp1"
"429","HMK018","Pygoscelis antarcticus",2001,324,-0.321212121212127,169,"competition","spp1"
"430","HMK018","Pygoscelis antarcticus",2002,329,-0.321212121212127,169,"competition","spp1"
"431","HMK018","Pygoscelis antarcticus",2003,326,-0.321212121212127,169,"competition","spp1"
"432","HMK018","Pygoscelis antarcticus",2004,329,-0.321212121212127,169,"competition","spp1"
"433","HMK018","Pygoscelis antarcticus",2005,323,-0.321212121212127,169,"competition","spp1"
"434","HMK018","Pygoscelis antarcticus",2006,321,-0.321212121212127,169,"competition","spp1"
"435","HMK019","Daphnia3 spp.",1969,160.305,-0.696012315376935,171,"predation","spp1"
"436","HMK019","Daphnia3 spp.",1970,153.324,-0.696012315376935,171,"predation","spp1"
"437","HMK019","Daphnia3 spp.",1971,124.8365,-0.696012315376935,171,"predation","spp1"
"438","HMK019","Daphnia3 spp.",1972,140.054,-0.696012315376935,171,"predation","spp1"
"439","HMK019","Daphnia3 spp.",1973,137.4605,-0.696012315376935,171,"predation","spp1"
"440","HMK019","Daphnia3 spp.",1974,134.959,-0.696012315376935,171,"predation","spp1"
"441","HMK019","Daphnia3 spp.",1975,131.047,-0.696012315376935,171,"predation","spp1"
"442","HMK019","Daphnia3 spp.",1976,142.5315,-0.696012315376935,171,"predation","spp1"
"443","HMK019","Daphnia3 spp.",1977,134.2885,-0.696012315376935,171,"predation","spp1"
"444","HMK019","Daphnia3 spp.",1978,147.44,-0.696012315376935,171,"predation","spp1"
"445","HMK019","Daphnia3 spp.",1979,141.25,-0.696012315376935,171,"predation","spp1"
"446","HMK019","Daphnia3 spp.",1980,125.4055,-0.696012315376935,171,"predation","spp1"
"447","HMK019","Daphnia3 spp.",1981,132.068,-0.696012315376935,171,"predation","spp1"
"448","HMK019","Daphnia3 spp.",1982,123.4645,-0.696012315376935,171,"predation","spp1"
"449","HMK019","Daphnia3 spp.",1983,149.2905,-0.696012315376935,171,"predation","spp1"
"450","HMK019","Daphnia3 spp.",1984,121.607,-0.696012315376935,171,"predation","spp1"
"451","HMK019","Daphnia3 spp.",1986,143.5115,-0.696012315376935,171,"predation","spp1"
"452","HMK019","Daphnia3 spp.",1987,129.6225,-0.696012315376935,171,"predation","spp1"
"453","HMK019","Daphnia3 spp.",1988,129.632,-0.696012315376935,171,"predation","spp1"
"454","HMK019","Daphnia3 spp.",1989,155.9275,-0.696012315376935,171,"predation","spp1"
"455","HMK019","Daphnia3 spp.",1990,123.2625,-0.696012315376935,171,"predation","spp1"
"456","HMK019","Daphnia3 spp.",1991,126.391,-0.696012315376935,171,"predation","spp1"
"457","HMK019","Daphnia3 spp.",1992,121.4005,-0.696012315376935,171,"predation","spp1"
"458","HMK019","Daphnia3 spp.",1993,123.8035,-0.696012315376935,171,"predation","spp1"
"459","HMK019","Daphnia3 spp.",1994,125.1545,-0.696012315376935,171,"predation","spp1"
"460","HMK019","Daphnia3 spp.",1995,131.477,-0.696012315376935,171,"predation","spp1"
"461","HMK019","Daphnia3 spp.",1996,139.5085,-0.696012315376935,171,"predation","spp1"
"462","HMK019","Daphnia3 spp.",1997,110.5725,-0.696012315376935,171,"predation","spp1"
"463","HMK019","Daphnia3 spp.",1998,136.25,-0.696012315376935,171,"predation","spp1"
"464","HMK019","Daphnia3 spp.",1999,133.19,-0.696012315376935,171,"predation","spp1"
"465","HMK019","Daphnia3 spp.",2000,121.22,-0.696012315376935,171,"predation","spp1"
"466","HMK019","Daphnia3 spp.",2001,132.4685,-0.696012315376935,171,"predation","spp1"
"467","HMK019","Daphnia3 spp.",2002,113.75,-0.696012315376935,171,"predation","spp1"
"468","HMK019","Daphnia3 spp.",2003,100.91875,-0.696012315376935,171,"predation","spp1"
"469","HMK019","Daphnia3 spp.",2005,107.881,-0.696012315376935,171,"predation","spp1"
"470","HMK019","Daphnia3 spp.",2006,123.75,-0.696012315376935,171,"predation","spp1"
"471","HMK019","Daphnia3 spp.",2008,119.17,-0.696012315376935,171,"predation","spp1"
"472","HMK019","Phytoplankton1 spp.",1969,109.8085,-0.512477668855536,170,"herbivory","spp1"
"473","HMK019","Phytoplankton1 spp.",1970,124.352,-0.512477668855536,170,"herbivory","spp1"
"474","HMK019","Phytoplankton1 spp.",1971,100.53485,-0.512477668855536,170,"herbivory","spp1"
"475","HMK019","Phytoplankton1 spp.",1972,109.654,-0.512477668855536,170,"herbivory","spp1"
"476","HMK019","Phytoplankton1 spp.",1973,76.8018,-0.512477668855536,170,"herbivory","spp1"
"477","HMK019","Phytoplankton1 spp.",1974,86.52195,-0.512477668855536,170,"herbivory","spp1"
"478","HMK019","Phytoplankton1 spp.",1975,98.84105,-0.512477668855536,170,"herbivory","spp1"
"479","HMK019","Phytoplankton1 spp.",1976,82.2223,-0.512477668855536,170,"herbivory","spp1"
"480","HMK019","Phytoplankton1 spp.",1977,94.9844,-0.512477668855536,170,"herbivory","spp1"
"481","HMK019","Phytoplankton1 spp.",1978,107.708,-0.512477668855536,170,"herbivory","spp1"
"482","HMK019","Phytoplankton1 spp.",1979,108.8071,-0.512477668855536,170,"herbivory","spp1"
"483","HMK019","Phytoplankton1 spp.",1980,94.99155,-0.512477668855536,170,"herbivory","spp1"
"484","HMK019","Phytoplankton1 spp.",1981,98.415,-0.512477668855536,170,"herbivory","spp1"
"485","HMK019","Phytoplankton1 spp.",1982,102.1298,-0.512477668855536,170,"herbivory","spp1"
"486","HMK019","Phytoplankton1 spp.",1983,100.1954,-0.512477668855536,170,"herbivory","spp1"
"487","HMK019","Phytoplankton1 spp.",1984,104.29995,-0.512477668855536,170,"herbivory","spp1"
"488","HMK019","Phytoplankton1 spp.",1985,101.50345,-0.512477668855536,170,"herbivory","spp1"
"489","HMK019","Phytoplankton1 spp.",1986,79.49615,-0.512477668855536,170,"herbivory","spp1"
"490","HMK019","Phytoplankton1 spp.",1987,100.87045,-0.512477668855536,170,"herbivory","spp1"
"491","HMK019","Phytoplankton1 spp.",1988,94.3999,-0.512477668855536,170,"herbivory","spp1"
"492","HMK019","Phytoplankton1 spp.",1989,102.39595,-0.512477668855536,170,"herbivory","spp1"
"493","HMK019","Phytoplankton1 spp.",1990,76.9364,-0.512477668855536,170,"herbivory","spp1"
"494","HMK019","Phytoplankton1 spp.",1991,73.9246,-0.512477668855536,170,"herbivory","spp1"
"495","HMK019","Phytoplankton1 spp.",1992,93.1373,-0.512477668855536,170,"herbivory","spp1"
"496","HMK019","Phytoplankton1 spp.",1993,67.89555,-0.512477668855536,170,"herbivory","spp1"
"497","HMK019","Phytoplankton1 spp.",1994,84.0984,-0.512477668855536,170,"herbivory","spp1"
"498","HMK019","Phytoplankton1 spp.",1995,100.27695,-0.512477668855536,170,"herbivory","spp1"
"499","HMK019","Phytoplankton1 spp.",1996,101.441,-0.512477668855536,170,"herbivory","spp1"
"500","HMK019","Phytoplankton1 spp.",1997,73.538,-0.512477668855536,170,"herbivory","spp1"
"501","HMK019","Phytoplankton1 spp.",1998,89.07065,-0.512477668855536,170,"herbivory","spp1"
"502","HMK019","Phytoplankton1 spp.",1999,92.10455,-0.512477668855536,170,"herbivory","spp1"
"503","HMK019","Phytoplankton1 spp.",2000,84.13685,-0.512477668855536,170,"herbivory","spp1"
"504","HMK019","Phytoplankton1 spp.",2001,96.441,-0.512477668855536,170,"herbivory","spp1"
"505","HMK019","Phytoplankton1 spp.",2002,86.2943,-0.512477668855536,170,"herbivory","spp1"
"506","HMK019","Phytoplankton1 spp.",2003,85.219,-0.512477668855536,170,"herbivory","spp1"
"507","HMK019","Phytoplankton1 spp.",2004,86.1,-0.512477668855536,170,"herbivory","spp1"
"508","HMK019","Phytoplankton1 spp.",2005,83.508,-0.512477668855536,170,"herbivory","spp1"
"509","HMK019","Phytoplankton1 spp.",2006,83.95085,-0.512477668855536,170,"herbivory","spp1"
"510","HMK019","Phytoplankton1 spp.",2007,89.35265,-0.512477668855536,170,"herbivory","spp1"
